day,time,artist,album,type,title,spotify,apple,year,month
1,12:00,Yesung (Super Junior) X Cheon Dan Bi,"Today, a bit more",digital single,"Today, a bit more",None,http://apple.co/2wtbCDH,2017,8
1,18:00,Apple.B,Woochuchu,debut digital single,Woochuchu,https://play.spotify.com/album/5XzZWqCCbgnZzxnS9Z0WXH,http://apple.co/2x23K9X,2017,8
1,18:00,Gfriend,Parallel,mini album,Love Whisper,https://play.spotify.com/album/2cGPXPXZxEBr6LniuA3ewf,http://apple.co/2wduWVy,2017,8
1,18:00,Joo Won Tak,Baby Goodnight,fan song,Baby Goodnight (ft. Suyeon of A.De),https://play.spotify.com/album/7DjGTXglP5WxgWYIXk5mbt,http://apple.co/2vd3uTC,2017,8
1,18:00,Park Kyung (Block B),Space Oddity Project Vol.1,digital single,WIPED,https://play.spotify.com/album/4MLjhbngkk4plmxmi8ZwAi,http://apple.co/2uTGf5L,2017,8
2,0:00,SF9,Easy Love,Japanese single album,Easy Love,https://play.spotify.com/album/6XDUmZsyIFwQpnndwBRzLW,None,2017,8
2,12:00,ONF,ON/OFF,debut mini album,ON/OFF,https://play.spotify.com/album/5LXE3uv4h0im6sPvMG89pG,http://apple.co/2fW3k0C,2017,8
2,16:00,Samuel,Sixteen,debut mini album,Sixteen (feat. Changmo),https://play.spotify.com/album/37Jg3LrnbKrMxNT5RjgUGt,http://apple.co/2vONhaw,2017,8
2,18:00,N.Flying,THE REAL: N.Flying,mini album,THE REAL,https://play.spotify.com/album/4xUc0Rh3ULTblrirfHnwKu,http://apple.co/2ifCYHR,2017,8
3,12:00,AA,Flex,debut digital single,FLEX,None,http://apple.co/2ihmiQo,2017,8
3,12:00,THE ROSE,Sorry,debut digital single,Sorry,https://play.spotify.com/album/6D48tHXsa6LzoViDIACdkt,http://apple.co/2x2qyWW,2017,8
3,12:00,Tritops,zinnia,digital single,zinnia,https://play.spotify.com/album/5gdvjzqr2SFchJE2WTJp9j,http://apple.co/2vOkBhQ,2017,8
3,18:00,CLC,FREE'SM,mini album,Where are You?,https://play.spotify.com/album/4UXgZzt4Zbc4Vg4Ll61ZXh,http://apple.co/2ihLbuW,2017,8
3,18:00,Nine Muses,Muses Diary Part.3 LOVE CITY,repackage mini album,LOVE CITY,https://play.spotify.com/album/7wDJe5Y34uwZW7sNNTnlxx,http://apple.co/2wsQ8H9,2017,8
3,18:00,"Huh Gak, Apink, VICTON",Plan A Third Episode,Plan A project single,OASIS,https://play.spotify.com/album/1BNyLtvQCyyCYSUAaLnElz,http://apple.co/2vP8Yr1,2017,8
4,12:00,B.HEART,Summer Night,digital single,Summer Night (feat. Eunji),https://play.spotify.com/album/2SJuhkogza07uS98HZwZqU,None,2017,8
4,12:00,Drug Restaurant,Pomade,mini album,Drink O2 in the Water,None,http://apple.co/2uUe6vc,2017,8
4,12:00,Primary,New Generation,mini album,"~42 (feat. Sam Kim, eSNa)",https://play.spotify.com/album/25DwzsTZrbsUWFK2FYf0Mp,None,2017,8
4,12:00,Real Girls Project,PINGPONG GAME,digital single,PINGPONG GAME,https://play.spotify.com/album/4VozTpp5xHQRL7EvyJbsY5,http://apple.co/2wt2aQs,2017,8
4,16:00,WINNER,Our Twenty For,single album,Love Me Love Me / Island,https://play.spotify.com/album/3s5LEazLAxgYZSFdG98rHw,http://apple.co/2xfpwpY,2017,8
4,18:00,SNSD,Holiday Night,10th anniversary full-length album,All Night / Holiday,https://play.spotify.com/album/5MQM8Jw1FvT21Dny8cOXjF,http://apple.co/2vvTsAL,2017,8
5,12:00,Yoo Young Jin X NCT's Taeyong,CURE,SM STATION 2 project single,CURE,https://play.spotify.com/album/0OJix83FcgJ7m1ro4bDGhM,http://apple.co/2wkK3Nq,2017,8
6,18:00,NO:EL,Supplement,debut pre-release double single,I Don't Give a Fuck (feat. SWINGS),https://play.spotify.com/album/6Cca09ytGj9vd0McoccqAw,http://apple.co/2x2eLbn,2017,8
6,18:00,Various Artists,Show Me The Money 6  Ep.1,Team Performances,(Four Team Songs),https://play.spotify.com/album/2B9I38E4rXdaXsaXC5mBlE,http://apple.co/2wt2uPu,2017,8
7,12:00,ALi X Cheetah,Don't Speak,digital single,Don't Speak,https://play.spotify.com/album/0t2QwxHCJYofiUKzcbJhEj,http://apple.co/2ihoTK9,2017,8
7,12:00,BLANC7,worldwide,single album,HELLO,https://play.spotify.com/album/6yOLGx9gG8bPxErGEqHbZX,http://apple.co/2uUkhPG,2017,8
7,12:00,DAY6,What Can I Do,Every DAY6 project single,What Can I Do,https://play.spotify.com/album/2saTCXsAZGCMODcXIsc9j9,http://apple.co/2x1XdMl,2017,8
7,12:00,QUEENDOM,QUEENDOM's Party Vol.1,debut digital single,Fly High,None,None,2017,8
7,18:00,Wanna One,1X1=1(TO BE ONE),debut mini album,Energetic,https://play.spotify.com/album/6sQ2Gukev7VHstYs30LRAu,http://apple.co/2wdpqSU,2017,8
8,12:00,Elado,해요,debut digital single,해요,None,http://apple.co/2xfad0s,2017,8
8,18:00,Eddy Kim,Now,Seo Taiji Time:Traveler project single,Now,https://play.spotify.com/album/2qQbFiA70nqRmiB0zNa1w3,http://apple.co/2wkRPHc,2017,8
8,18:00,Juniel,Last Carnival,digital single,Last Carnival,https://play.spotify.com/album/6vAVUBgAUBWGrZyXIlrbvR,http://apple.co/2vdj7u7,2017,8
8,18:00,Weki Meki,WEME,debut mini album,I don't like your Girlfriend,https://play.spotify.com/album/6AMAirFub1064lnkEyp7Uh,http://apple.co/2ifUU52,2017,8
9,0:00,Jang Keun Suk,Voyage,Japanese full-length album,Voyage,https://play.spotify.com/album/6GCyRbUNgbeikjA2nWck6E,http://apple.co/2wsTAkH,2017,8
9,0:00,Jung Yonghwa (CNBLUE),Summer Calling,Japanese full-length album,Summer Dream,https://play.spotify.com/album/5ykbYNKa6tairhUt0aiusH,http://apple.co/2wsMrRA,2017,8
9,12:00,Sung Hoon (Brown Eyed Soul) X Skull,Re-Luv,digital single,Re-Luv,https://play.spotify.com/album/5yVT6jgA99BVYEpwvpXUSH,http://apple.co/2fWaJNE,2017,8
9,12:00,Yang Dail X Seventeen's DK,Cinematic Love,digital single,Cinematic Love,https://play.spotify.com/album/5fbA8bYGGb7m5h2dQfR7RQ,http://apple.co/2igYFYa,2017,8
9,18:00,Boyfriend,NEVER END,mini album,Star,https://play.spotify.com/album/51KY6Rydb1IdM6SBv9UZlT,http://apple.co/2v3i3d0,2017,8
9,18:00,Jessica,My Decade,mini album,Summer Storm,https://play.spotify.com/album/5LIwldbIgzrq9VGLyhWwA1,http://apple.co/2vOVjQU,2017,8
10,12:00,BeBe6,Shot Me,debut digital single,Shot Me,None,None,2017,8
10,12:00,Ra.D,Drive Away 2,digital single,Drive Away 2,https://play.spotify.com/album/19rBJf7jMZkc8mQ7HphDEy,http://apple.co/2wt0Ugi,2017,8
10,12:00,Skull X Haha X Lee Sun Bin,Summer Gift 'One Love',digital single,One Love,https://play.spotify.com/album/7LDS5BXSqoOJqFSUl7EQ4i,http://apple.co/2wdqNRy,2017,8
10,18:00,AMOR,Push Baby,debut digital single,Push Baby,None,None,2017,8
10,18:00,Lee Minhyuk (BTOB),Piece of BTOB Vol.5,Piece of BTOB debut project single,Purple Rain (feat. CHEEZE),https://play.spotify.com/album/1dymvKSK96wkIS4rYn21zS,http://apple.co/2wdEBvr,2017,8
10,18:00,OGUOGU (gugudan),ICE CHU,unit debut digital single,ICE CHU,https://play.spotify.com/album/3uANATuTqvsbIBcAAhhMia,http://apple.co/2wsJKQ4,2017,8
11,12:00,Moon Hyuna X Euaerin,Doong Doong,digital single,Doong Doong,https://play.spotify.com/album/10kZwxOrWK74nMuEl2ZjCo,http://apple.co/2vU7Hxq,2017,8
11,18:00,PENOMECO,HUNNIT,SM STATION 2 project single,HUNNIT,https://play.spotify.com/album/0CYP2cRI5HVaiCXXzNLFFN,http://apple.co/2vdtdLr,2017,8
12,0:00,Yultron X Jay Park X Bone Thugs,Thuggin 4 My Baby,digital single,Thuggin 4 My Baby,https://play.spotify.com/album/1PyiN3mCOhaZZpRzlxfenc,http://apple.co/2wkLOu7,2017,8
12,12:00,BP Rania,Refresh 7th,mini album,Beep Beep Beep,None,http://apple.co/2wkLRpN,2017,8
12,12:00,Z-uK,Push&Pull,solo debut digital single,Push&Pull,None,http://apple.co/2vdhCfz,2017,8
13,18:00,Cosmic Girl,I'm OK,digital single,I'm OK,None,None,2017,8
13,18:00,myunDo,"RBG pt.(0,0,0)",RGB Series mini album,82 God / Phrrrr,https://play.spotify.com/album/3tXU3EaYWYP6PL1tdRrHE6,http://apple.co/2v2AezD,2017,8
13,18:00,Various Artists,Show Me The Money 6  Ep.2,TV Performances,"Where U At (by Killagramz, ft. Dean & Zico / Lobby (by Hanhae, ft. Chungha & Muzie)",https://play.spotify.com/album/07GQqaj7acCDFds49oRIQQ,http://apple.co/2xfqDWV,2017,8
14,12:00,DJ Juice,Love Me Harder,digital single,Love Me Harder (feat. Skull & Sanchez),https://play.spotify.com/album/6a5Y2fiD0HgswxfQWkRAPV,http://apple.co/2vP5yo2,2017,8
14,12:00,Tymee,우주라잌,digital single,우주라잌,None,None,2017,8
14,6pm,Sonamoo,Friday Night,HAPPY BOX project single,Friday Night,https://play.spotify.com/album/18p0yFezAwqVjfYM316QTB,http://apple.co/2wl0c5r,2017,8
16,0:00,iKON,NEW KIDS: BEGIN,Japanese mini album,B-DAY / BLING BLING,None,None,2017,8
16,12:00,H.B.Y,Make it ride,debut single album,Make it ride,None,http://apple.co/2wllUq1,2017,8
16,12:00,JuB (Sunny Hill) X JQ,난 또..,digital single,난 또..,None,None,2017,8
16,18:00,DinDin,#Drive,digital single,#Drive (ft. Yoo Yeonjung (WJSN)),https://play.spotify.com/album/6RjternklcpT9N7YvRajt0,None,2017,8
16,18:00,Suran,Sad Pain,Seo Taiji Time:Traveler project single,Sad Pain,https://play.spotify.com/album/7leggjXrUh9Nj4CSHOzTWC,http://apple.co/2wsZJgZ,2017,8
16,18:00,Tae Hye Young,Sugar Sugar Darling,digital single,Sugar Sugar Darling (feat. Kwak Soo Jin),None,http://apple.co/2wsPjxH,2017,8
16,18:00,Taeyang (Big Bang),White Night,full-length album,Darling / Wake Me Up,https://play.spotify.com/album/6eFAxaoZhy1KBYuYHCfnDg,http://apple.co/2vDU5I4,2017,8
17,0:00,M.O.L.A,CHILLIN',digital single,CHILLIN',None,None,2017,8
17,18:00,#GUN X Pismo,Sunflower Dance,digital single,Sunflower Dance (feat. Kebee),https://play.spotify.com/album/18ee1z3u6oWWVH5eRyUUfT,http://apple.co/2wsL8Cg,2017,8
17,18:00,NCT Dream,We Young,mini album,We Young / We Young (Chinese Ver.),https://play.spotify.com/album/2cEYyauffphZuDONGi6z9b,http://apple.co/2wdE6Sf,2017,8
18,18:00,Jang Jane X Giant Pink X PERC%NT,LISTEN 012,Mystic LISTEN project single,Dumb Dumb,https://play.spotify.com/album/37ubgIDCVMme4XJGU0zKoh,http://apple.co/2wt06bn,2017,8
18,18:00,Loco,Summer Go Loco,mini album,Summer Go Loco (feat. GRAY),https://play.spotify.com/album/1uwhMCfSiKE8o79fQisawU,http://apple.co/2vdyG4O,2017,8
18,18:00,Red Velvet,Rebirth,SM STATION 2 project single,Rebirth,https://play.spotify.com/album/3N2kQMt5yVXyGAVUDxzqup,http://apple.co/2vONpHd,2017,8
21,12:00,Ahn Ye Eun,One Day,mini album,Yes!,https://play.spotify.com/album/7zM274uFBr20NjIHHsM6sN,None,2017,8
21,12:00,Trophy Cat X Edward Avila,Body,digital single,Body,https://play.spotify.com/album/1KLgtxnE69X5ul5fHVie1W,http://apple.co/2vjRIqe,2017,8
21,18:00,IMLAY,SHURAI EP,mini album,Shurai (Low),https://play.spotify.com/album/5z21gXkhq5KGB6sFxTDJ0V,None,2017,8
21,18:00,Seenroot,Together,digital single,Together,https://play.spotify.com/album/5y7qM57yVl3fb4ZKe4DSvD,None,2017,8
21,18:00,Show Me The Money 6,Episode 3,TV,6 Songs,https://play.spotify.com/album/1Z1RxcM9xR2IRWgF8ANmGa,None,2017,8
21,18:00,The Solutions,Love Again,pre-release single,Love Again,https://play.spotify.com/album/3juJUDxKS8MrkltgoRIFNo,None,2017,8
21,23:00,AObeats (feat. Eric Nam),Like You,digital single,Like You,https://play.spotify.com/album/06ig0YtKAdv3OLh3te14Hm,None,2017,8
22,12:00,Sunmi,SUNMI SPECIAL EDITION,digital single,Gashina,https://play.spotify.com/album/3TSX6AxLdCP4E5o3F5jCdN,None,2017,8
22,18:00,DIA,Love Generation,mini album,Can't Stop,https://play.spotify.com/album/2YC8M3B0hDBavlgzsAQrjf,None,2017,8
22,18:00,Momoland,Freeze!,mini album,Freeze!,https://play.spotify.com/album/0Y0DGsgsfMV7rcsORxyokC,None,2017,8
23,0:00,FTISLAND,Paradise,Japanese single album,Paradise,https://play.spotify.com/album/5nLNChEe5uX5HO6pH4gPLS,None,2017,8
23,0:00,Monsta X,Beautiful,Japanese single album,Beautiful,https://play.spotify.com/album/3q4XvGozyDHXbmQ18TGWNB,None,2017,8
23,12:00,MiSO (Girls Girls),Pink Lady,digital single,Pink Lady,None,None,2017,8
23,12:00,VICTON,IDENTITY,mini album,Unbelievable,https://play.spotify.com/album/4koiOwsX0GrghmeO5ej037,None,2017,8
23,18:00,Pristin,SCHXXL OUT,mini album,We Like,https://play.spotify.com/album/57x5ESFsP9BhhjJS99zaUE,None,2017,8
24,12:00,Jisook,Baesisi,debut digital single,Baesisi (feat. Ilhoon of BTOB),https://play.spotify.com/album/0YTl4oyg4QPXTqsCF3IGR8,None,2017,8
24,12:00,S2,Honeya,debut digital single,Honeya,https://play.spotify.com/album/2pXeafGTWZTuD4R7p2ceKZ,None,2017,8
24,18:00,Hoody,HANGANG,digital single,HANGANG,https://play.spotify.com/album/6Fnj40x1kkxtHK3icGVsqg,None,2017,8
24,18:00,Yu Seungwoo X Younha,Can't Stop This Feeling,digital single,Can't Stop This Feeling,https://play.spotify.com/album/5WD1Dv0kU3u7OcVVfWitQO,None,2017,8
25,12:00,GreatGuys,LAST MEN,debut digital single,LAST MEN,None,None,2017,8
25,12:00,S.I.S,I've Got a Feeling,debut mini album,I've Got a Feeling,https://play.spotify.com/album/66vOd01Y4YRSXiVXl2XoMI,None,2017,8
25,18:00,Heize,In the Time Being with You,Seo Taiji Time:Traveler project single,In the Time Being with You,https://play.spotify.com/album/6PBg5m6uGr2yip654CB7HW,None,2017,8
25,18:00,Hur Youngji,Memory Clock,debut digital single,Memory Clock,https://play.spotify.com/album/6Oe8yLliioE4nZPAaJwF5T,None,2017,8
25,18:00,Kassy,Let It Rain,digital single,Let It Rain,https://play.spotify.com/album/6C1W88KCWx6qDBHSpHfnnZ,None,2017,8
25,18:00,Kimi (Bulldok),I AM,solo debut digital single,I AM,None,None,2017,8
26,15:00,Jackson Wang (GOT7),Papillon,Chinese solo debut digital single,Papillon,https://play.spotify.com/album/2LLTZRSzfiLDjIxHrcbmNW,None,2017,8
26,18:00,Sanchez,감성,mini album,Mesmerized (feat. Highlight's Yong Junhyung),https://play.spotify.com/album/7wq0PTjp9ylFmUv0C9XShP,None,2017,8
26,18:00,Superbee X myunDo,Summer in 82,digital single,Summer in 82,https://play.spotify.com/album/5YjTSoPG84L0dgZXwwQTDE,None,2017,8
27,12:00,Nick & Sammy,Belong to Me,digital single,Belong to Me,https://play.spotify.com/album/14SmcW496Gbnsh45D0VKUI,None,2017,8
27,18:00,Owen Ovadoz,Problematic,full-length album,Youth,https://play.spotify.com/album/6j31O2cnSXmQm5NFub1W7K,None,2017,8
28,12:00,Flashe,Popping,digital single,Popping,None,None,2017,8
28,12:00,Shin Yumi,Could you love me?,digital single,Could you love me?,None,None,2017,8
28,12:00,Yoon Jong Shin,Home Made,Melody Monthly project single,Home Made,https://play.spotify.com/album/6IOtV7I4IZZWQ6mEJtTMjc,None,2017,8
28,18:00,10cm,Help,pre-release single,Help,None,None,2017,8
28,18:00,Golden Child,Gol-Cha!,debut mini album,DamDaDi,https://play.spotify.com/album/3TBhENpp9qfhCLf8NqPa0y,None,2017,8
28,18:00,Stanley Clarke X Myron Mckinley Trio,Man in the Mirror,SM STATION 2 project single,Man in the Mirror,https://play.spotify.com/album/5dOESKTmaZ38loavfbW6O4,None,2017,8
28,18:00,VIXX LR,Whisper,mini album,Whisper,https://play.spotify.com/album/5I16hv6LOoEy39qje9UxkW,None,2017,8
29,12:00,Highteen,Would You,digital single,Would You,None,None,2017,8
29,18:00,C Jamm,Know,digital single,Know,https://play.spotify.com/album/1puE8F4WP6nTxofmBGc5UW,None,2017,8
29,18:00,Hwang In Sun,Rainbow,digital single,Rainbow,None,None,2017,8
29,18:00,HyunA,Following,mini album,BABE,https://play.spotify.com/album/1CIrwYW5dQ8APIX7IaAOAU,None,2017,8
30,0:00,BLACKPINK,BLACKPINK,Japanese debut mini album,Boombayah / Whistle / Playing with Fire / Stay / As If It's Your Last,https://play.spotify.com/album/2Kc2bl2XrWBdi2i3CgbJok,None,2017,8
30,0:00,Boys Republic,Beginning,Japanese full-length album,,https://play.spotify.com/album/4UlogedihTQ80nsOON3zwI,None,2017,8
30,0:00,BTOB,Brand new days ～どんな未来を～,Japanese single album,Brand new days ～どんな未来を～,None,None,2017,8
30,0:00,Junho (2PM),'2017 S/S' Repackage Album,Japanese repackage mini album,,None,None,2017,8
30,12:00,Hightop (BIGFLO) X Woody,I'm In You Out,digital single,I'm In You Out,None,None,2017,8
30,12:00,Snowman X Jooeun (DIA),알듯 말듯,digital single,알듯 말듯,https://play.spotify.com/album/7va7SjkaYPs6GyHAs4yxAk,None,2017,8
30,18:00,Good Day,All Day Good Day,debut mini album,Rolly,https://play.spotify.com/album/7MHFONmlScw9NO9mv9dpf5,None,2017,8
30,18:00,Henry (Super Junior M),That One,digital single,That One,https://play.spotify.com/album/1xiUk4Vvo7Qcn9c2FSQozn,None,2017,8
30,18:00,Primary,Pop,mini album,Right? (feat. Soyou),https://play.spotify.com/album/0B81ng3B32yQShV5Q4RzT1,None,2017,8
30,18:00,Yook Sungjae (BTOB),Piece of BTOB Vol.6,Piece of BTOB debut project single,말해 / Paradise,https://play.spotify.com/album/21QKHRX8UeFW4BBtkUP44t,None,2017,8
31,12:00,A.De,Laputa {Kiss in the sky},digital single,Laputa {Kiss in the sky},None,None,2017,8
31,18:00,Babylon,La Vida Loca,digital single,LaLaLa (feat. Chungha),https://play.spotify.com/album/6rEdWTwLAfTNzSHSH7WHBi,None,2017,8
31,18:00,IZ,All You Want,debut mini album,All You Want,https://play.spotify.com/album/0O41PgeTMX2CKWL8FG7Vz2,None,2017,8
31,18:00,Jeong SeWoon,Part.1: Ever,debut mini album,JUST U (prod. GroovyRoom) (with Sik-K),https://play.spotify.com/album/393ILqvLDpHFW45CMVZzg5,None,2017,8
31,18:00,Kebee,100GROUND,digital single,100GROUND (feat. nafla),https://play.spotify.com/album/1cvHlibPYcRzFtmWIvonRd,None,2017,8
1,12:00,Crush,The Last Festival,Seo Taiji Time:Traveler project single,The Last Festival,https://play.spotify.com/album/6ANtqKq7wag8PSgunt8NiS,None,2017,9
1,12:00,IM,Sad Story,debut digital single,Sad Story,https://play.spotify.com/album/74WmeKvC3zsavZqd19fThD,None,2017,9
1,12:00,Moon Yirang,Aphasia,digital single,Aphasia (feat. Hoody),https://play.spotify.com/album/60FZuqV4CmvvRCJ0D7eXFN,None,2017,9
1,12:00,Seol Ha Yoon,콕콕콕,digital single,콕콕콕,None,None,2017,9
1,12:00,Rolling Paper,Polaroid,Rolling Paper project single,Polaroid (feat. Serri of Dal Shabet),https://play.spotify.com/album/0mvez4bLmvADFdKjPhBIAc,None,2017,9
1,18:00,10cm,4.0,full-length album,Phonecert / Pet,https://play.spotify.com/album/1ErAMHlBp9mXqjgHUEOG3N,None,2017,9
2,18:00,NO:EL,ELLEONOEL,full-length album,Heel (Feat. Loco),https://play.spotify.com/album/0ZzLRb9f6KUsGhFdUKbtGo,None,2017,9
2,18:00,Various Artists,Show Me The Money 6 Ep.5,TV,Various Songs,https://play.spotify.com/album/0fYJjpqWjbbrrUjaPj2CGn,None,2017,9
3,12:00,BewhY,The Blind Star 0.5,mini album,Red Carpet,https://play.spotify.com/album/4vqa66GUytzWK4w9XjHjAj,None,2017,9
3,18:00,BLACK6IX,Like a Flower,digital single,Like a Flower,https://play.spotify.com/album/1h1pjv7lCidQ8yDWZH6tuv,None,2017,9
4,12:00,Lee Gikwang (Highlight),ONE,mini album,What You Like,https://play.spotify.com/album/1aCVUE2d7sVu0KZZnyPsZu,None,2017,9
4,12:00,Yang Soo Kyung,End of Farewell,digital single,End of Farewell,https://play.spotify.com/album/4jmxOuvYh7iWJy8HwC9uzH,None,2017,9
4,18:00,Lee Boram (SeeYa),Love... And So It Is,mini album,Love... And So It Is,https://play.spotify.com/album/07XIOenU7CjhhcDu6Tefo8,None,2017,9
4,18:00,Peejay,WALKIN' Vol.2,full-length album,NA B YA (feat. Zion.T) / WARIGARI (feat. KUSH & Taeyang),https://play.spotify.com/album/3DCIcm4opxb47sfIowKohj,None,2017,9
4,18:00,Woo Won Jae,We Are,debut digital single,We Are (feat. Gray & Loco),https://play.spotify.com/album/67d43ZuedVWtZMc4nOm90J,None,2017,9
4,18:00,ZIA,Sad eyes,SR project single,Sad eyes,https://play.spotify.com/album/5sDe91mOk1fq13fZIRanLQ,None,2017,9
5,12:00,Kim Yongjin,DIFFERENT + ING,debut single album,NG,https://play.spotify.com/album/6lq02ebeubieaeNO0sppCK,None,2017,9
5,12:00,M to M,Wind,digital single,A wind of you,https://play.spotify.com/album/5PbmUovM79nwBaYTor0At4,None,2017,9
5,12:00,"San E, PENOMECO, Microdot, Kebee",Fresh Up,digital single,Fresh Up,https://play.spotify.com/album/0y3giEsO352WqsaeMm9vEW,None,2017,9
5,18:00,B.A.P,BLUE,single album,Honeymoon,https://play.spotify.com/album/3rz2cmoTK4j3hpuTfeRSRn,None,2017,9
5,18:00,EXO,THE WAR: The Power of Music,repackage full-length album,"Power (Korean ver.), Power (Chinese ver.)",https://play.spotify.com/album/6C0oiDCVoy3ZVQDgSaQkP5,None,2017,9
5,18:00,Junho (2PM),Bye Bye,pre-releases single,Bye Bye (feat. CHEEZE),None,None,2017,9
5,18:00,Shin Hye Sung (Shinhwa),Serenity,special album,Still there,https://play.spotify.com/album/3HETyKPNnf557vgEASBSAA,None,2017,9
6,0:00,Insoo (MYNAME),NAKED,Japanese solo debut mini album,NAKED LOVE,https://play.spotify.com/album/4zayy9POs4JGrvllhoDpq8,None,2017,9
6,0:00,L.A.U,FAKER,Japanese digital single,FAKER,None,None,2017,9
6,12:00,Cho Hyung Woo,Afternoon Dream,LISTEN project single,Afternoon Dream,https://play.spotify.com/album/45pdrQxw2f0JOZEjiqm7cJ,None,2017,9
6,12:00,DAY6,I Loved You,Every DAY6 project single,I Loved You,https://play.spotify.com/album/0hlYuRDStOY06Bqv7jNHh2,None,2017,9
6,18:00,MXM,UNMIX,debut mini album,I'm the One,https://play.spotify.com/album/6nAZBXHB2BoQFHFZxbiknb,None,2017,9
6,18:00,Pentagon,DEMO_01,mini album,Like This,https://play.spotify.com/album/6JyvGsNnuDbBLVDuvB6gYA,None,2017,9
7,12:00,Jay Park X Double K X Boi.B,REBORN,digital single,REBORN,https://play.spotify.com/album/5QOZlmEou75NZ0QsFLkfZq,None,2017,9
7,12:00,Xion,Ooh ah,debut digital single,Ooh ah (feat. Changmo),https://play.spotify.com/album/3u3wKwQaw44W5NtQ5rSVnw,None,2017,9
7,18:00,G.Soul,Circles,mini album,Can't,https://play.spotify.com/album/78L35hJj1mVX3LlhvLwqiA,None,2017,9
7,18:00,Ha Minwoo (ZE:A),보여,debut pre-release single,보여 (feat. YoungKut),https://play.spotify.com/album/1EnaeeZIpOFPCQB4yVOfQG,None,2017,9
7,18:00,Kyung Dasom,Think I Wanted to Be,debut digital single,Think I Wanted to Be,https://play.spotify.com/album/09eREREQmpP3YJlLt0pKld,None,2017,9
7,18:00,Soyou,The Blue Night of Jeju Island,digital single,The Blue Night of Jeju Island,https://play.spotify.com/album/5iW0uj451v2676mosJU16B,None,2017,9
8,12:00,The Solutions,Thumbs Up,mini album,Thumbs Up,https://play.spotify.com/album/2OuOpT7eJINvqw8QEfUhmY,None,2017,9
8,18:00,Jung Dong Ha X Paul Kim,Now I Know,digital single,Now I Know,https://play.spotify.com/album/0fzp4TBJLGd9fQTQfMlESb,None,2017,9
8,18:00,Monday Kiz,If you leave me now,digital single,If you leave me now,https://play.spotify.com/album/47y0bt6m6b2AdA9OtYgdJ5,None,2017,9
8,18:00,Standing Egg,Tonight,digital single,Tonight (feat. JISIM),https://play.spotify.com/album/3vokVbnFSNefRDgxKaE1fH,None,2017,9
8,18:00,VMC,VISTY BOYS,compilation album,Tiki-Taka,https://play.spotify.com/album/2xOMW219zTZBR7Y1gH19yF,None,2017,9
8,18:00,Yoona (SNSD),When the Wind Blows,SM STATION 2 project single,When the Wind Blows,https://play.spotify.com/album/75G5LZd0ANy97a9M7PlKwm,None,2017,9
9,18:00,Jeong Eunji (Apink),Manito,digital single,Manito,https://play.spotify.com/album/0qVj8ZGxZt9744s2oHm8MT,None,2017,9
10,18:00,Sleepy,So What,digital single,So What,https://play.spotify.com/album/4HbWkYWleWQphDvARIc0B9,None,2017,9
11,18:00,Junho (2PM),Canvas,mini album,Canvas,None,None,2017,9
12,12:00,Jenyer (Jeon Jiyoon),Hello,digital single,Hello (feat. Kisum),None,None,2017,9
13,12:00,D.I.P,A Likely Night,digital single,A Likely Night,https://play.spotify.com/album/2wYVWXFVIklSTbM6IORVLH,None,2017,9
13,12:00,ELRIS,Color Crush,mini album,Pow Pow,https://play.spotify.com/album/57z4BSULGvU9C0ooPsA8KD,None,2017,9
13,18:00,GFriend,RAINBOW,repackage mini album,Summer Rain,https://play.spotify.com/album/0HLscHOZ3jQoBDwAYx1ozG,None,2017,9
13,18:00,Jung Min Hyuk,Holy-Day,digital single,Holy-Day (feat. Mamamoo's Wheein),https://play.spotify.com/album/3vzZUEKymokKM3ITw7iyqd,None,2017,9
14,18:00,Bobby (iKON),Love and Fall,full-length album,I Love You / RUNAWAY,https://play.spotify.com/album/1QUiXItuxK9xtKbT0pgmYr,None,2017,9
14,18:00,Verbal Jint,Self-Suggestion,digital single,Self-Suggestion (ft. Superbee),https://play.spotify.com/album/4zuHcRZdcsAX66w1ciHvam,None,2017,9
15,18:00,Jinbo,KRNB2 Part.2,digital single,Just You and Me (feat. Jay Park),https://play.spotify.com/album/0b71163AJfu9PQ6Ct9semp,None,2017,9
15,18:00,Junoflo,Static,digital single,GHOOD MORNING (ft. Yoon Mirae),https://play.spotify.com/album/4vQkNQTPtGpMb7ccpPtheu,None,2017,9
15,18:00,Sunny (SNSD) X Henry (SuJu-M),U&I,SM STATION 2 project single,U&I,https://play.spotify.com/album/3iEuNDuEIc2XqHJMmdFTac,None,2017,9
15,18:00,ShinChiRim X Eddy Kim,NOW,LISTEN project single,NOW,https://play.spotify.com/album/6oZmXA9qdWX2vzGS0U3WX0,None,2017,9
16,18:00,Sik-K X pH-1 X Jay Park,iffy,digital single,iffy,https://play.spotify.com/album/2t5fdLTQu0xX89rDf4NMNX,None,2017,9
17,12:00,BewhY,The Blind Star,full-length album,My Star,https://play.spotify.com/album/1NgoC3T8yy7RrjYR13hYFe,None,2017,9
17,12:00,Show Me The Money,Show Me The Money 6 Special,special compilation album,-,https://play.spotify.com/album/1E4KlgcGjq8ren6PDStS7y,None,2017,9
18,0:00,Park Jungmin (SS501),Wink,Japanese single album,Wink,None,None,2017,9
18,7:00,IU,Autumn Morning,pre-release single,Autumn Morning,https://play.spotify.com/album/4QvzYMXuU58cNpFrRQ9Aqi,None,2017,9
