day,drama,release,artist,title,spotify,year,month
23,Manhole,OST Pt.3,Sandeul (B1A4),Tell Me,https://play.spotify.com/album/3CXZcp0ZPwn39pNrIqLDlj,2017,8
23,Strongest Deliveryman,OST Pt.5,Na Yoon Kwon,End of a Day,https://play.spotify.com/album/1pAyeGs2G9uGs44xC6lZH5,2017,8
23,Teacher Oh Soon-Nam,OST Pt.16,acousweet,It's Still Love,https://play.spotify.com/album/6hsiBig7i7dMTugeVshAv8,2017,8
24,Reunited Worlds,OST Pt.7,SE O,Kiss Me,https://play.spotify.com/album/1zNUuvtEQbmZrpaILpsAKV,2017,8
24,Single Wife,OST Pt.1,Cheongdamdong Park Gun Woo,So Good To Be Seen,None,2017,8
26,Save Me,OST Pt.3,Jung Cha Sik,모래바람,https://play.spotify.com/album/4MuUsuqpYxCPL6TUpmhGvT,2017,8
26,Strongest Deliveryman,OST Pt.6,Kisum X Chaewon (APRIL),I Need You,https://play.spotify.com/album/1hQooPiRLtgTmbwFyKRJ0d,2017,8
27,"Live Up to Your Name, Dr. Heo",OST Pt.2,Hyolyn,Always,https://play.spotify.com/album/2nMOUr17To5EFhpO92wzTD,2017,8
29,Lovers In Bloom,OST Pt.12,Kim Seongri (RAINZ),돌아보면,None,2017,8
29,My Friend's Romance,OST Pt.2,J_ust X Lovey,Male Friend Female Friend,https://play.spotify.com/album/17gipzCwfi0USxK2omtCwx,2017,8
29,The King In Love,OST Pt.7,SE O,Hidden Time,https://play.spotify.com/album/46EKPEN52QdhZdkeQ5BWiF,2017,8
30,Hospital Ship,OST Pt.1,RAINZ,"Let It Go, Let It Be",None,2017,8
30,Manhole,OST Pt.4,Norwegian Wood,It's A Secret,https://play.spotify.com/album/3jwj0NwLXSSeCdYkbgkRz4,2017,8
30,Strongest Deliveryman,OST Pt.7,Chae Soobin,Love On My Way,https://play.spotify.com/album/1pvjqoWT4J8kUNYWklnNPl,2017,8
2,Strongest Deliveryman,OST Pt.8,Sohyang,Home,https://play.spotify.com/album/6I68Vv2AnnyPa0FQvojXJs,2017,9
3,"Live Up to Your Name, Dr. Heo",OST Pt.3,The Barberettes,Beauty Queen,https://play.spotify.com/album/1J2JsL63AJquAbW2YEPXCw,2017,9
5,Lovers In Bloom,OST Pt.13,Gilme,Tired of Love,https://play.spotify.com/album/0uRuF6dxF9PJ5e3552ayPQ,2017,9
5,My Friend's Romance,OST Pt.3,Hello Gayoung,어떤 안녕 (Prod. By Saevom),https://play.spotify.com/album/3TxXdHW31gdw8unkybLucQ,2017,9
5,The King In Love,OST Pt.8,Oliver,Miss You,https://play.spotify.com/album/6BzNm4ZwEcHN0YgBPdOX4B,2017,9
6,Hospital Ship,OST Pt.2,Ma Eun Jin (Playback),A Strange Day,None,2017,9
6,Manhole,OST Pt.5,U-KISS,Run A Way,https://play.spotify.com/album/11KT61FxO95c6Vqo32V1eM,2017,9
6,Strongest Deliveryman,OST Pt.9,Merry Round,나를 봐요,https://play.spotify.com/album/0nylWv68vDWTFkeZtOtwnp,2017,9
7,Loveplaylist2,Bonus Track,Sugarbowl,Breeze,https://play.spotify.com/album/5dZkEDZCDuLnVDXWxGLlu9,2017,9
7,The Outlaws,OST,Killagramz,Dirty Dog,https://play.spotify.com/album/6ijmM0HaCqUc1jYIdDpbvO,2017,9
9,Save Me,OST Pt.4,inkii,Out of the World,https://play.spotify.com/album/7jT4Oxgrnwuf5hK5yHkgDf,2017,9
9,Strongest Deliveryman,OST Pt.10,Oksu Sajinkwan,Between You and Me,https://play.spotify.com/album/6HFb2ds1yaJZLVM4r1D15r,2017,9
12,Argon,OST Pt.1,Tearliner,The Stop of the Moon (ft. Jo Wonsun),https://play.spotify.com/album/57pNquGOBSio7RsHL52CSZ,2017,9
12,Return of Bok Dan Ji,OST Pt.9,Takada Kenta,Difference Between You & Me,https://play.spotify.com/album/4VPkj9WXFNmur2KsWXETGT,2017,9
13,Girls' Generation 1979,OST Pt.1,Jae Yoon (SF9) / Honeyst,The Way We Were / Like You,https://play.spotify.com/album/03y86zJ2fngo2McaM3Yi0G,2017,9
13,Hospital Ship,OST Pt.3,Yang Da Il,Touch of Love,None,2017,9
13,Manhole,OST Pt.6,Kim EZ (Ggotjam Project),For You,https://play.spotify.com/album/2lB542SFf0XIF9T7wWLU64,2017,9
13,Strongest Deliveryman,OST Pt.11,Shin Jae,Can You Hear Me Now,None,2017,9
14,Criminal Minds,OST Pt.2,Yoo Hoeseung (N.Flying),Another Day,None,2017,9
14,Lovers In Bloom,OST Pt.14,Han Kyung Il,"Hundreds, Thousand, Million of Times",https://play.spotify.com/album/026Gct0PqHDO4pw9nEu4fV,2017,9
14,Manhole,OST Pt.7,Kim Ji Soo,Stay With Me,https://play.spotify.com/album/0LSVVpU2C0y7JzSVLgzxDO,2017,9
15,Borg Mom,OST Pt.1,Arieband,You're My Superstar,None,2017,9
15,Magic School,OST Pt.1,Martin Smith,Tomorrow's Weather,https://play.spotify.com/album/4jY7g33H3U5d8NpPwuLC7V,2017,9
16,My Golden Life,OST Pt.1,Sosim Boys,Beautiful Girl,https://play.spotify.com/album/70qBZN9jPungyBDqZrJ1OD,2017,9
16,Save Me,OST Pt.5,Hwayobi,Endless Tears,https://play.spotify.com/album/3u3lfoCsljUrsM6X68FkKD,2017,9
16,Strongest Deliveryman,OST Pt.12,Giryeon,Newborn,https://play.spotify.com/album/4l4jDFdwF8lyTkiZiZOGkm,2017,9
17,"Live Up To Your Name, Dr. Heo",OST Pt.4,Park Jae Jung,Not Gonna Wait,https://play.spotify.com/album/2rr9vgWlwWu8aoh2tmXkhI,2017,9
17,You're Closer Than I Think,OST Pt.1,Choi Sang Yeob / SE O,"너의 시간속으로 / 또, 그댈 보며",None,2017,9
18,Return of Bok Dan Ji,OST Pt.10,Coda Bridge,빛이 돼 줄게,None,2017,9
19,Argon,OST Pt.2,Tearliner,Consolation for Youth (ft. O.WHEN),https://play.spotify.com/album/7s7hQ9VZ3My4AqXStLZIff,2017,9
19,Girls' Generation 1979,OST Pt.2,Hyejeong (AOA),Only You,https://play.spotify.com/album/004ThjJ3ezsIpUdCJgzh5P,2017,9
19,Letters from the Stage,Musical OST,Hong Kwang Ho,Night On Campus,https://play.spotify.com/album/1iXUm93nUqfnV4QekXUsOV,2017,9
19,Lovebird: First Year Season 2,OST,KARD,Here We Now,https://play.spotify.com/album/1fNNuZNj1gB7rB1Ai24IZg,2017,9
19,Mischievous Detectives,OST,Jo Eun Ae,I Got You,None,2017,9
19,The King In Love,Full OST,Various Artists,-,https://play.spotify.com/album/5e8TyW0B7psIgCR8C9IAuI,2017,9
20,Hospital Ship,OST Pt.4,Soyeon (Laboum),I Feel Love,None,2017,9
20,Magic School,OST Pt.2,Ahn Hyeon Jeong,행복이 쌓이다 ,https://play.spotify.com/album/3R5qzgE4ycgKytodxe8NI4,2017,9
20,Manhole,OST Pt.8,MAKTUB,Love Come,https://play.spotify.com/album/4MX8XKuOak8p9dCP9s8ALL,2017,9
20,Strongest Deliveryman,OST Pt.13,A:ga,최강배달꾼,None,2017,9
20,Teacher Oh Soon Nam,OST Pt.20,Kim Chae Ran,이별 후,None,2017,9
21,Manhole,OST Pt.9,Kevin Oh,With You,https://play.spotify.com/album/5Uk1hC9jQbxrKJIWaipZOG,2017,9
21,Reunited Worlds,Full OST,Various Artists,-,https://play.spotify.com/album/7gwkCFqJVgjO1vXRQJ2YiQ,2017,9
22,Age of Youth 2,Full OST,Various Artists,김민홍 - 청춘시대 (Feat. 드레인),None,2017,9
22,My Little Pony: The Movie,OST,CL,No Better Feelin',https://play.spotify.com/track/4uu4AZx2UdfnruVMdy2x0I,2017,9
23,Magic School,OST Pt.3,Shin Jae,Magic of Mind,https://play.spotify.com/album/2p17IBpoKFLPPJUqoFzmmY,2017,9
23,Save Me,Full OST,Various Artists,-,https://play.spotify.com/album/6lzBKdPZtugBZKxMIfHqSQ,2017,9
23,Strongest Deliveryman,Full OST,Various Artists,-,https://play.spotify.com/album/1ycb1vxC6GT7SlFF7tC800,2017,9
24,Andante,OST Pt.1,Huh Gak,Since I Met You,https://play.spotify.com/album/2hLgYLlOVkxxC8nl0JIrlI,2017,9
24,Live Up To Your Name Dr. Heo,OST Pt.5,"Car, The Garden",Dream Or Reality,https://play.spotify.com/album/7HOSltauVyXHaVfUDi519q,2017,9
25,Magic School,OST Pt.4,Park Min Joo,Key,https://play.spotify.com/album/1UOyHU3QFIJVq2AL9xKaL0,2017,9
25,Temperature of Love,OST Pt.1,Seunghee (Oh My Girl),You Are,None,2017,9
26,20th Century Boy and Girl,OST Pt.1,Standing Egg,Ordinary Day,https://play.spotify.com/album/0ilfmUCtxmKR9UqzYRNX8w,2017,9
26,Argon,BGM OST,Various Artists,-,https://play.spotify.com/album/56RsmGq8pIiNU7ckd0IljU,2017,9
27,Hospital Ship,OST Pt.5,Chahee (Melody Day),Stain,None,2017,9
27,Manhole,Full OST,Various Artists,Don't Go Baby,https://play.spotify.com/album/7pu79qK4DDxYQMheQHI2hu,2017,9
28,While You Were Sleeping,OST Pt.1,Eddy Kim,When Night Falls,https://play.spotify.com/album/14cZOtcNhNEQDQUwtg6gcm,2017,9
29,Criminal Minds,Full OST,Various Artists,-,https://play.spotify.com/album/4Zqe8jOarseQ3URaMFqc7S,2017,9
30,Autumn Sonata,OST Pt.1,Han Hee Jun,Hug You,https://play.spotify.com/album/4Ag9AlKxTxxRjlL98jFuz7,2017,9
30,Magic School,OST Pt.5,Oh Jae Ho,I Hear,https://play.spotify.com/album/1RIqkrCMmUHakApMLbJEyn,2017,9
30,My Golden Life,OST Pt.2,ROO,Think I'm Loving,https://play.spotify.com/album/5MjsMo32pvbHGSAdAlZA8z,2017,9
2,Return of Bok Dan Ji,OST Part.12,acousweet,넌 내게 사랑이었어,None,2017,10
2,Temperature of Love,OST Part.2,Eunha (Gfriend),사랑 ing,None,2017,10
4,While You Were Sleeping,OST Pt.2,Henry,It's You,https://play.spotify.com/album/6R2B8rmhp25wFHIGZPmYYI,2017,10
5,While You Were Sleeping,OST Pt.3,Roy Kim,It'd Be Good,https://play.spotify.com/album/2JdxXQFhiRfkVBXTtSubLu,2017,10
6,Borg Mom,OST Part.4,Kim Seongri (RAINZ),Falling in Love,None,2017,10
6,Yellow,OST Part.1,Wheein (Mamamoo),Shadow,https://play.spotify.com/album/63tULqtTEFTFmyf2up8aHK,2017,10
7,Clans: 달의 그림자,OST,Hong Jin Young,Clans: 달의 그림자 OST,https://play.spotify.com/album/1BCKMmdYvYVPsnXSBj1SRK,2017,10
8,Andante,OST Pt.2,The Night of Seokyo,Lovely Gift,https://play.spotify.com/album/6xfc9UkP46spAVQkgcOKot,2017,10
9,Temperature of Love,OST Part.3,Cheeze,I Still,None,2017,10
10,20th Century Boy and Girl,OST Pt.2,Gugudan,Diary,https://play.spotify.com/album/4abmWx8b5hhkwDjou6BIiJ,2017,10
10,Because This Is My First Life,OST Pt.1,Uji (ex-BESTie),Star Drawing,https://play.spotify.com/album/4RySGCNiG8z4AQcIKgnvZE,2017,10
11,"Live Up To Your Name, Dr. Heo",Full OST,Various Artists,-,https://play.spotify.com/album/0m4UrxDSXqKnXxMLu6KAXW,2017,10
11,While You Were Sleeping,OST Pt.4,Suzy,I Love You Boy,https://play.spotify.com/album/1WWEdcuZ8q1WN3Z4IM65am,2017,10
12,3AM Season 2,OST Pt.1,Noh Si Hyun,Beautiful Memory,https://play.spotify.com/album/39qQrIKOj0hFpLcg1EZg0A,2017,10
12,Mad Dog,OST Pt.1,Eric Nam,Before The Sunset,https://play.spotify.com/album/6Zw40UVaZ6CDtTFLqoIDEe,2017,10
12,While You Were Sleeping,OST Pt.5,"SE O, Brother Su",While You Were Sleeping / Your World,https://play.spotify.com/album/7KAkuGXSomxC2al669bKMn,2017,10
13,Borg Mom,OST Pt.5,Takada Kenta (JBJ),If You Call Me,None,2017,10
13,IDOLM@STER.KR,OST Pt.4,Real Girls Project,NOT END... BUT AND !!,https://play.spotify.com/album/6XWQkE4jETYCYq5e45OZAK,2017,10
13,The Package,OST Pt.1,B1A4,You Are My Baby,None,2017,10
15,Black,OST Pt.1,South Club (Nam Taehyun),Take Me Out,https://play.spotify.com/album/2m0XYedfBkcByHlgMekEGO,2017,10
15,Revolutionary Love,OST Pt.1,Cheon Danbi,Strange Love,https://play.spotify.com/album/5FzCYNSophXQFZwz3LWdJh,2017,10
15,Yellow,OST Pt.2,MeloMance,Deepen,None,2017,10
16,20th Century Boy and Girl,OST Pt.3,Golden Child,Love Letter,https://play.spotify.com/album/7kmyfNwcZe946KD2NXaOFj,2017,10
16,Temperature of Love,OST Pt.4,Bongu,It Has To Be You,None,2017,10
17,Because This Is My First Life,OST Pt.2,Haebin (Gugudan),Everyday,https://play.spotify.com/album/506Pme37eKIy6O1eaCnLjP,2017,10
18,Mad Dog,OST Pt.2,NiiHWA,What I Want,https://play.spotify.com/album/762yxxN19ca3Gvw2O3BJhx,2017,10
18,While You Were Sleeping,OST Pt.6,Monogram,Lucid Dream,https://play.spotify.com/album/2tEu6DYxeIyBBsH3kd5ny0,2017,10
19,Avengers Social Club,OST Pt.1,Jung In,Believe In A Miracle,https://play.spotify.com/album/31mKMny5TR84YTWgV5Cy2G,2017,10
19,While You Were Sleeping,OST Pt.7,Davichi,Today I Miss You,https://play.spotify.com/album/6uo8KFqfALfBoBYu2k1hVZ,2017,10
20,The Package,OST Pt.2,The Ade,Unreal,None,2017,10
20,Witch at Court,OST Pt.1,Solji (EXID),Leaning On Wind,None,2017,10
21,Go Back Couple,OST Pt.2,Sohyang,Hear The Wind Sing,None,2017,10
21,My Golden Life,OST Pt.3,동경소녀,어쩌면 내일은,None,2017,10
21,The Package,OST Pt.3,John Park,Fateful Love,None,2017,10
22,Andante,OST Pt.3,Standing Egg,You Are In My Heart,https://play.spotify.com/album/1klSn2hYsjRwV9FluhJG4K,2017,10
22,Revolutionary Love,OST Pt.2,Younha,Love U,https://play.spotify.com/album/4CeticF2ERw8ZsNax8iPwV,2017,10
22,Yellow,OST Pt.3,"Car, The Garden",Simple Words,None,2017,10
23,Because This is My First Life,OST Pt.3,MeloMance,Feel Like Falling In Love,https://play.spotify.com/album/3ZmhNW8CSb2EKYcCW4gVuy,2017,10
24,20th Century Boy and Girl,OST Pt.4,Jeon Sang Geun,The Days,https://play.spotify.com/album/4kRDR5mfMiWpXG0Tyi57nV,2017,10
24,Because This is My First Life,OST Pt.4,MoonMoom,Marriage,https://play.spotify.com/album/1sVlwMU8fznqWK4Y5u5ARn,2017,10
25,While You Were Sleeping,OST Pt.8,Kim Nayoung,Maze,https://play.spotify.com/album/1pYqC3lzXGeGFtjlLjCHQo,2017,10
25,Witch At Court,OST Pt.2,Kim Bo Kyung,Tell me,None,2017,10
26,Avengers Social Club,OST Pt.2,Oh Yeon Jun,Night of Autumn,https://play.spotify.com/album/0Z3VBZ6fV58weRX3ni6tVs,2017,10
26,While You Were Sleeping,OST Pt.9,Lee Jong Suk,Come To Me,https://play.spotify.com/album/1Z341XhnZfo5pr6JdEluwf,2017,10
26,Yellow,Full OST,Various Artists,Don't Make Me Dance (wetter),None,2017,10
27,Borg Mom,OST Pt.7,Keumjo (Nine Muses),Love Story,None,2017,10
27,The Package,OST Pt.4,JB & Jackson (GOT7),U & I,None,2017,10
28,Go Back Couple,OST Pt.3,Lucia,Dream,None,2017,10
28,Bravo My Life,OST Pt.1,Ivy,Day by Day,https://play.spotify.com/album/70DRn17c8iaImypz3qtDoO,2017,10
29,Black,OST Pt.2,leeSA,Like A Film,https://play.spotify.com/album/3YMCfY8VDRBVILqY30ckx2,2017,10
30,Because This Is my First Life,OST Pt.5,Mun Seongnam,This Life,https://play.spotify.com/album/5VmSQ0Fls801I9HAdHMDU7,2017,10
30,Temperature of Love,OST Pt.6,Fromm,Wonderful Moment,None,2017,10
31,20th Century Boy and Girl,OST Pt.5,Nam Tae Hyun (South Club),Boy and Girl,https://play.spotify.com/album/09dRWg5nyohEkcMLNThQp1,2017,10
31,Because This Is My First Life,OST Pt.6,Hee Jin (Good Day),Shelter (ft. Lee Yo Han (OFA)),https://play.spotify.com/album/4E2D0vgfyjWDMf4lojk6A7,2017,10
31,Temperature of Love,OST Pt.7,Jungheum Band,At That Time,None,2017,10
1,Musical Seopyeonje 2017,Musical OST,Kang Pil Suk,In Your Eyes,https://play.spotify.com/album/6vvru4hwWBxgUEHNGnKqEr,2017,11
1,While You Were Sleeping,OST Pt.10,Jeong Joon Il,IF,https://play.spotify.com/album/5X7wlRlXhsBPu3WhsDccWY,2017,11
2,3AM Season 2,OST Pt.2,Ian Kim,혼잣말,https://play.spotify.com/album/4MBCLwRS44JfcQ9y8oHJPa,2017,11
2,Avengers Social Club,OST Pt.3,Hello Gayoung,Blue Day,https://play.spotify.com/album/4DXjSz7k4P04T9pA2JhZX7,2017,11
2,Final Life,Full OST,Various Artists,What's This Feeling (Taemin) / Rescue Me (Taeyeon) / Cry (EXO-CBX) / I'm Crying (Taemin),https://play.spotify.com/album/5q9RQz1BGv4qiWFMhXI3Xr,2017,11
2,While You Were Sleeping,OST Pt.11,Jang Dabin,Let Me Say,https://play.spotify.com/album/0YDO9OIU6ndG1q8MhrS638,2017,11
3,The Package,OST Pt.5,Yun Ddan Ddan x Eunha (GFriend),You Look Nice Today,None,2017,11
4,Bravo My Life,OST Pt.2,Hyun Jyu Ni,Bravo My Life (ft. Kim Chan),https://play.spotify.com/album/4xNM4ADYAhL7UJEMLIUGra,2017,11
4,Go Back Couple,OST Pt.5,Lee Seok Hoon,You and I,None,2017,11
4,My Golden Life,OST Pt.4,Park Sun Yae,The Wind Blows,https://play.spotify.com/album/5Ajy9KAkTEZQnP7w8Swvud,2017,11
5,Andante,OST Pt.5,Jung Joon Young,Everyday,https://play.spotify.com/album/02jp6eDzRZW0925o7MeQtO,2017,11
5,Revolutionary Love,OST Pt.3,Dawon (WJSN),Go Ready Go,https://play.spotify.com/album/3h6WOJiVmH2vMoN7N9HIh3,2017,11
6,Meloholic,OST Pt.1,Martin Smith,Temperature of That Time,None,2017,11
6,The Temperature of Love,OST Pt.8,Chahee (Melody Day),Be Confused,None,2017,11
7,20th Century Boy and Girl,OST Pt.5,MeloMance,Not Too Distance Day,https://play.spotify.com/album/6L8d9ie211OVVwZU63BqzT,2017,11
7,Because This Is My First Life,OST Pt.7,Ryu Ji Hyun,Tomorrow,https://play.spotify.com/album/5gBcc3GTw4vbjEZTgLySjk,2017,11
7,Meloholic,OST Pt.2,Park Jimin (15&),Say I Love You,None,2017,11
8,While You Were Sleeping,OST Pt.12,Lee Jongsuk,Will You Know,https://play.spotify.com/album/1nZSa6ejIQUPrCbeGi9V3W,2017,11
9,While You Were Sleeping,OST Pt.13,Suzy,I Wanna Say To You,https://play.spotify.com/album/0DAM1ltZ4jOIgoNz1ir3DG,2017,11
10,Borg Mom,OST Pt.9,Heyne,Loving You,None,2017,11
10,The Package,OST Pt.6,DinDin X Kim Nayoung,The Package,None,2017,11
11,Go Back Couple,OST Pt.6,Hong Dae Kwang,Amazing,None,2017,11
11,Money Flower,OST Pt.1,ISU (MC The Max),My Way,https://play.spotify.com/album/5jOtdZ6UymdD7N9Q743YEq,2017,11
12,Andante,OST Pt.5,Imfact,Someday,https://play.spotify.com/album/3I5WCFFg29AN2xWXLaoU8o,2017,11
13,Meloholic,OST Pt.3,Taeil (Block B) X Kim So Hee,Falling You,None,2017,11
13,Temperature of Love,OST Pt.9,Seven O'Clock,Just You,None,2017,11
14,Love Returns,OST Pt.1,Jungheum Band,Aurora,None,2017,11
14,Meloholic,OST Pt.4,Yoo Yeonjung,Meloholic,None,2017,11
14,Temperature of Love,OST Pt.10,Kim Seon-Kyeong,Shiny Memories,None,2017,11
16,While You Were Sleeping,Full OST,Various Artists,-,https://play.spotify.com/album/5j4R7w6hd8iJOMx90oB7Mj,2017,11
18,Go Back Couple,OST Pt.7,Every Single Day,Perfect Life (ft. Mxxg),None,2017,11
19,Revolutionary Love,OST Pt.4,Goo Keun Byul,Sing My Song,https://play.spotify.com/album/4zFIWYO3cMwkkKWSUn5nAR,2017,11
19,Witch At Court,OST Pt.4,Park Yong In (Urban Zakapa),마음이 될까,None,2017,11
20,Meloholic,OST Pt.5,Kim EZ (Ggotjam Project),By Your Side,None,2017,11
20,Love Returns,OST Pt.2,J-Cera,그사람,None,2017,11
21,Because This Is My First Life,OST Pt.8,Ben,Can't Go,https://play.spotify.com/album/3K4xblWPSv7iK1who1GoWp,2017,11
23,Prison Playbook,BewhY X Gray,OST Pt.1,OK,https://play.spotify.com/album/0bwqzOtqXa3Eewi2d31hSq,2017,11
24,"Live Again, Love Again",OST Pt.1,San E X Ma Eunjin (Playback),The Better,https://play.spotify.com/album/0C8lVH1s43d5dznrxNGIa9,2017,11
25,My Golden Life,OST Pt.5,Lee Ki Chan,Stay,https://play.spotify.com/album/5V4WadUhC8kldDopaSu2JN,2017,11
26,Black,OST Pt.3,Min Chae,Another Me,https://play.spotify.com/album/1sSPu3Ee7EJvKutcFlwhgW,2017,11
26,Revolutionary Love,OST Pt.5,Yeontae (IN2IT),My Style,https://play.spotify.com/album/0DUTETEfrm5aQM191iqzJ9,2017,11
26,Witch At Court,OST Pt.5,So Chan Whee,Born To Be Free,None,2017,11
27,Happy Sisters,OST Pt.1,BP Rania,Look At Me,https://play.spotify.com/album/2IYwuvs7RQzRSZ6MN84nth,2017,11
27,Love Returns,OST Pt.3,Takada Kenta (JBJ),You're Pretty,None,2017,11
